id,aepi,aepf,aepib,aepfb,aepic,aepfc,info,time,fcalls,ndirs
1,479.88433807503384,533.1915040749124,474.26255476087107,473.0083030571997,473.1435645539694,514.0409255411015,Finished successfully: optimality conditions satisfied,29.631293058395386,2373,10
2,480.84690938113744,533.9163576357266,473.23477812058906,471.3016037744857,473.6980925827935,514.116710060277,Finished successfully: optimality conditions satisfied,10.277570962905884,1071,10
3,479.46772220062127,533.5213454750957,473.9999417005212,469.91924577832737,473.00512217532213,513.6745723938702,Finished successfully: optimality conditions satisfied,20.409822940826416,2849,10
4,481.2902886123833,536.6858424224815,474.2015063284686,473.4448884421194,473.81842899493404,516.3050432707794,Finished successfully: optimality conditions satisfied,12.064134120941162,1225,10
5,484.52892667382866,536.599513665775,474.4544791580839,469.41893981967274,476.38153084978853,515.4061662607194,Finished successfully: optimality conditions satisfied,12.800137042999268,1498,10
6,480.8143605683197,535.1756172256838,473.59254498418846,471.2956348132167,473.7073015438702,514.7900141359023,Finished successfully: optimality conditions satisfied,17.411439180374146,2205,10
7,478.39049706227445,535.2723509424762,473.82296273074064,470.3563481375523,472.07294349836155,514.3829319866165,Finished successfully: optimality conditions satisfied,10.925359010696411,1162,10
8,481.5360984236327,534.8946803809303,473.5433961667327,469.84574041900663,474.3696417089315,515.307862517677,Finished successfully: optimality conditions satisfied,9.914618968963623,1085,10
9,483.6340133640297,534.1653256135883,474.5474513931587,469.15597673506346,475.9596471938176,514.1137953375422,Finished successfully: optimality conditions satisfied,17.875774145126343,2177,10
10,481.525696233023,538.1217687307943,473.69811195337564,469.173101720583,474.3254809912434,516.235423522101,Finished successfully: optimality conditions satisfied,16.148268938064575,2107,10
11,484.3268479255431,536.5410892443939,474.4705545698524,472.1594317576888,476.2514054295769,515.7516653938957,Finished successfully: optimality conditions satisfied,10.768404960632324,1267,10
12,479.29278828011394,536.7313987055576,473.44581852577505,470.94785811529204,472.4823665980913,515.9323507072738,Finished successfully: optimality conditions satisfied,9.024823904037476,1057,10
13,481.5138547357777,535.3550436354257,474.2774683748229,469.2202040200929,474.30658560526734,514.7724052375347,Finished successfully: optimality conditions satisfied,13.36613416671753,1736,10
14,479.4893681252139,535.9335208228384,473.809041374763,469.945805970059,472.8120904396397,515.1526361834177,Finished successfully: optimality conditions satisfied,18.473577976226807,1624,10
15,481.38955855349695,537.28577559825,473.80015105440935,472.1102012822482,474.2375743109037,516.2298603507239,Finished successfully: optimality conditions satisfied,20.03758215904236,2422,10
16,483.38848222383547,530.1029822762781,473.746863184848,471.9896092309428,475.6163138999771,511.98482668549184,Finished successfully: optimality conditions satisfied,8.538223028182983,1043,10
17,479.0130423221264,535.6027040129468,473.3812332076134,470.3632464069855,472.3415221782456,514.0506485558216,Finished successfully: optimality conditions satisfied,9.383708953857422,1022,10
18,482.41201538872855,537.1870941432953,473.6432574900133,471.63693985409554,474.77234395077284,516.1381866510538,Finished successfully: optimality conditions satisfied,29.1567599773407,3423,10
19,479.7376323041311,535.362105420006,473.4993845504761,471.7913158249644,473.0255969637835,514.7887899840687,Finished successfully: optimality conditions satisfied,9.925071001052856,1127,10
20,480.1001343503773,534.9022114935988,473.4751741075306,471.07439304297844,473.10372961949173,514.833292076444,Finished successfully: optimality conditions satisfied,9.535592794418335,1050,10
21,480.6677577317922,534.4537077414885,474.5286860011902,472.39137367718496,473.66293022149387,514.6311437671409,Finished successfully: optimality conditions satisfied,11.249488830566406,1372,10
22,482.41154992377517,537.3637013496324,473.70394095126494,470.67988477354197,474.87831083532285,515.364482396791,Finished successfully: optimality conditions satisfied,10.05511212348938,1211,10
23,477.9041502900163,536.3228144043647,473.2619964515066,473.08388646632136,471.5427145548458,516.9261670928618,Finished successfully: optimality conditions satisfied,20.504040956497192,2541,10
24,480.0321814187568,534.1066975370459,473.5757209260843,470.3929489959655,473.40884992718264,512.4451964252464,Finished successfully: optimality conditions satisfied,24.8474760055542,3241,10
25,478.84091749423413,531.5172341848754,474.17244875695064,473.79089008418845,472.152328678366,512.1317054311273,Finished successfully: optimality conditions satisfied,15.070486068725586,2100,10
26,483.5333137240664,536.0572711006976,474.3683076379466,471.3061488426287,475.8209922281483,515.5974677485386,Finished successfully: optimality conditions satisfied,8.844771146774292,1015,10
27,481.0143944578263,538.1525773051593,474.41302832406114,469.84363067476517,473.8461329355654,516.942726991445,Finished successfully: optimality conditions satisfied,12.865063905715942,1358,10
28,479.8417327639489,536.5833114939502,474.00376659054115,473.74034220310523,472.679554121317,515.6092601489402,Finished successfully: optimality conditions satisfied,18.105885982513428,2317,10
29,479.87284725413303,529.3390697364356,473.8955517812534,469.220248059544,473.0375518784984,510.96677638641467,Finished successfully: optimality conditions satisfied,36.894893169403076,5376,10
30,481.5145132417713,537.2600986493244,474.4043415494814,469.0645178660721,474.2743230076084,515.5400650021071,Finished successfully: optimality conditions satisfied,23.02881097793579,2828,10
31,478.69114763180846,535.0242631975659,473.9452526033687,468.9364200169134,472.3084730013355,514.4170235614725,Finished successfully: optimality conditions satisfied,8.672461986541748,987,10
32,481.81901879837545,535.1868950110016,474.2968727493298,471.968157951128,474.4104674648368,515.3108063669007,Finished successfully: optimality conditions satisfied,8.939298868179321,994,10
33,480.40242229353123,531.5506676843563,473.76316226956897,471.6184253880462,473.3884752985533,512.1692225080138,Finished successfully: optimality conditions satisfied,14.82063102722168,1883,10
34,480.80050501464996,534.3613032866098,473.60163470365893,471.61178541543615,473.6896660131135,514.2048936789787,Finished successfully: optimality conditions satisfied,37.1883270740509,5369,10
35,479.1579228754129,534.3379984796327,474.1967455063949,470.53924515014,472.6100498117829,514.1055699531848,Finished successfully: optimality conditions satisfied,18.991281986236572,2191,10
36,482.5923630809278,536.5744808182601,474.08601260399536,471.8042603166805,475.12071829897377,516.6300054269395,Finished successfully: optimality conditions satisfied,8.860198020935059,980,10
37,481.87689945049794,538.7410880228564,474.22779947935817,470.70990543833705,474.65952645424744,517.9928153898717,Finished successfully: optimality conditions satisfied,21.977086067199707,2877,10
38,483.28543761025855,538.0780197503622,473.9310268875019,470.9440152236675,475.55659873970416,517.2097656087477,Finished successfully: optimality conditions satisfied,9.883631944656372,1120,10
39,483.3367426514922,535.448673790434,474.0808277487544,472.07100650989526,475.58969096413847,515.4353536326581,Finished successfully: optimality conditions satisfied,30.842823028564453,4382,10
40,478.9335417604343,535.3621832651833,474.5073803068483,471.9696128732655,472.36293103447633,515.2942356870419,Finished successfully: optimality conditions satisfied,13.481549978256226,1799,10
41,479.93077713097847,537.8398450262715,473.56830827058815,472.91312057585696,473.2640965628582,517.148982762857,Finished successfully: optimality conditions satisfied,10.353592872619629,1050,10
42,482.1001382475718,533.6854378070096,473.28667532297897,468.7677555599429,474.47361391620535,513.5737243808506,Finished successfully: optimality conditions satisfied,9.626877784729004,1043,10
43,479.8305090469807,534.4172110389742,473.37308976831747,471.2579037499318,473.241907905261,514.4479094554611,Finished successfully: optimality conditions satisfied,9.235711812973022,1036,10
44,484.540739605662,537.3963684550708,473.6821763660699,471.9795752145596,476.4503983847802,517.2389268718596,Finished successfully: optimality conditions satisfied,10.0342378616333,1099,10
45,479.8824945416688,533.3965313437637,473.2410334612172,471.4685354327775,472.847605925716,513.7208309621246,Finished successfully: optimality conditions satisfied,8.594593048095703,987,10
46,478.80797731784025,532.9892842097397,473.544781551468,470.21837383516277,472.31173762256645,512.2773320937501,Finished successfully: optimality conditions satisfied,13.553973913192749,1666,10
47,479.8788874868675,532.06349426959,473.64064626473584,470.26754396324594,473.0535011917495,512.7721358210538,Finished successfully: optimality conditions satisfied,21.727439880371094,2863,10
48,479.5397060378584,536.5241131096064,473.277274318393,472.8905797988968,472.89753097268334,516.3571411795814,Finished successfully: optimality conditions satisfied,11.140552997589111,1190,10
49,483.0866138023015,535.6418884559273,474.33550766490566,470.62071560042887,475.4002042298274,513.6976467182947,Finished successfully: optimality conditions satisfied,24.077602863311768,2751,10
50,482.68079796693485,537.9561851689566,474.4940416972945,471.48393399568585,475.2041456289525,516.9136391020177,Finished successfully: optimality conditions satisfied,10.797774076461792,1120,10
51,480.02138985074356,536.6997212637663,473.7278841632221,471.44521152538977,473.0459862110825,516.1336828574285,Finished successfully: optimality conditions satisfied,17.016515016555786,1946,10
52,481.32485408918944,533.5032447558302,474.336921125772,471.7750890756278,473.70733941883515,513.5600967585109,Finished successfully: optimality conditions satisfied,10.577208995819092,1127,10
53,480.58336093224483,538.61658581939,473.84734101118636,471.5517624747536,473.7229060761934,517.3024612166382,Finished successfully: optimality conditions satisfied,8.255331993103027,952,10
54,479.88694603175713,537.9695332127314,473.4662563706798,470.56946231779364,473.3200285672933,517.1846679578016,Finished successfully: optimality conditions satisfied,7.848994970321655,896,10
55,481.19967082936233,537.5600552305556,474.422747214802,471.4269141708579,474.34569935836083,516.6589006759176,Finished successfully: optimality conditions satisfied,8.456034183502197,945,10
56,479.79784624261623,535.3715609034473,473.4185819881724,472.21919471534824,473.18967461470766,515.7852094138689,Finished successfully: optimality conditions satisfied,12.030128002166748,1470,10
57,480.8546268788901,533.1154168788112,473.3728553860363,470.7078420825049,473.7170022392797,512.2683610017326,Finished successfully: optimality conditions satisfied,10.445092916488647,1071,10
58,480.1078220187081,538.4632447600256,474.2163294784205,472.0450090427118,473.50035937380494,517.9928034310735,Finished successfully: optimality conditions satisfied,10.3572998046875,1092,10
59,480.5377789953249,534.0199648165037,473.743662256429,472.06842655879916,473.4310074702424,514.4388733082033,Finished successfully: optimality conditions satisfied,11.52518081665039,1169,10
60,479.3707060817791,536.12597840675,473.5655493145956,471.8454592544759,472.50887036661084,515.9975714478023,Finished successfully: optimality conditions satisfied,14.17852783203125,1862,10
61,478.95095484726494,531.74262907525,473.4818115952547,471.5413908148333,472.45459674908165,512.9984289060837,Finished successfully: optimality conditions satisfied,8.89878511428833,1141,10
62,479.34149931934195,533.9244356659394,473.4932753579404,471.2058318665793,472.61532234584513,513.9966898439195,Finished successfully: optimality conditions satisfied,11.028525114059448,1190,10
63,480.34878665302153,536.8394826900164,473.55714680066274,471.1733362729299,473.46824998244585,515.5791912993925,Finished successfully: optimality conditions satisfied,20.24551486968994,2835,10
64,480.0122269222083,535.2441535423934,473.46214355543293,471.97712159706373,472.95367124866857,515.0163056933691,Finished successfully: optimality conditions satisfied,29.734307050704956,2422,10
65,479.74826529969414,534.7092276194071,474.1390406878288,473.22285140680407,473.00106536915126,515.3889172494121,Finished successfully: optimality conditions satisfied,12.846746921539307,1806,10
66,481.56257226584245,534.7854960420761,474.4363924955128,470.18766639129313,474.6757954996472,513.4418050535784,Finished successfully: optimality conditions satisfied,22.019917011260986,2870,10
67,481.11488568019547,534.2494893474121,473.6932794993723,471.42819638467716,473.84265188728136,513.8489140320632,Finished successfully: optimality conditions satisfied,9.922230958938599,1148,10
68,480.4450904822699,532.293853822756,473.5856398326437,472.2196393600088,473.49685959870425,513.1747587747144,Finished successfully: optimality conditions satisfied,8.586503982543945,1008,10
69,481.11741205876945,534.1400615196593,474.4722642356435,470.1003148811182,474.1842431261668,513.8571894262993,Finished successfully: optimality conditions satisfied,9.339799880981445,1036,10
70,480.7700295645768,535.0736730745718,474.03054822752404,468.82522177046536,474.03585981703776,514.4419322416634,Finished successfully: optimality conditions satisfied,11.283450841903687,1281,10
71,481.36581337809196,536.8852393746145,473.39762651002604,470.8314771922435,474.0410575234788,515.6668922756037,Finished successfully: optimality conditions satisfied,10.389364957809448,1127,10
72,479.8335661014708,536.6593354242196,473.5616947110657,471.31270578473686,473.05999936719843,516.1476650744266,Finished successfully: optimality conditions satisfied,12.026684045791626,1148,10
73,480.8021333179178,530.9956737425388,474.1185343772697,469.4330667654045,473.5624586621302,510.7311203614525,Finished successfully: requested accuracy could not be achieved,104.85935091972351,6783,10
74,479.4968769849185,537.9832484840709,474.06257938761655,470.7427201504652,472.82871090600247,516.6944085476252,Finished successfully: optimality conditions satisfied,10.51865005493164,1169,10
75,479.12908361498893,538.4620526882815,473.7322260575254,470.72995213995904,472.5227031245778,516.9674691194821,Finished successfully: optimality conditions satisfied,11.864659070968628,1232,10
